Code,Problem Name,Obj Value
best,powerflow0014p,8082.58169
bestdual,powerflow0014r,0
best,powerflow0014r,8082.58169
best,powerflow0030p,576.8934135
bestdual,powerflow0030r,0
best,powerflow0030r,576.8934135
best,powerflow0039p,41869.05151
bestdual,powerflow0039r,27042.24981
best,powerflow0039r,41869.05151
bestdual,powerflow0057r,0
best,powerflow0118p,129657.0899
best,powerflow0118r,129657.0899
bestdual,powerflow0118r,0
bestdual,powerflow0300r,0
bestdual,powerflow2383wpr,558251.65
best,powerflow2736spp,1316355.168
best,powerflow2736spr,1316355.124
bestdual,powerflow2736spr,945969.06
opt,pp08a,7350
opt,pp08aCUTS,7350
inf,pp08aCUTS_inf,
inf,pp08a_inf,
opt,preproc,90227510.2
best,primary,-1.28796692
bestdual,primary,-100
opt,prob.10.30.100.0_q,2
opt,prob.10.40.100.0_q,6
opt,prob.10.50.100.0_q,8
best,prob.10.60.100.0_q,13
best,prob.10.70.100.0_q,20
best,prob.10.80.100.0_q,22
best,prob.10.90.100.0_q,30
opt,prob.15.40.100.5_q,1
opt,prob.15.50.100.0_q,1
opt,prob.15.60.100.0_q,3
opt,prob.15.70.100.0_q,7
best,prob.15.80.100.0_q,12
best,prob.15.90.100.0_q,18
opt,prob.20.50.100.0_q,2
opt,prob.20.60.100.0_q,3
opt,prob.20.70.100.0_q,5
best,prob.20.80.100.0_q,7
best,prob.20.90.100.0_q,11
best,prob.25.70.100.0_q,6
best,prob.25.80.100.0_q,8
best,prob.25.90.100.0_q,13
opt,prob.5.030.100.0_q,3
opt,prob.5.040.100.0_q,8
opt,prob.5.050.100.0_q,13
opt,prob.5.060.100.0_q,14
best,prob.5.070.100.0_q,21
best,prob.5.080.100.0_q,26
best,prob.5.090.100.0_q,33
best,prob.5.100.100.0_q,36
best,prob.5.110.100.0_q,46
opt,prob02,112235
opt,prob03,10
opt,prob06,1.177124344
opt,prob07,154990.2294
opt,prob09,-0
opt,prob10,3.4455
opt,prob_8_lc,3
opt,problematic,0.25
opt,probportfolio,16.7342
opt,process,-1161.336602
opt,procsel,-1.923098738
opt,procsyn,2068.200555
opt,prod1,-56
opt,prod2,-62
opt,prodplan1,-54578561.7
opt,prodplan2,-239399.435
opt,product,-2142.9481
opt,product2,-2102.3893
opt,prolog,-0
inf,propagation_bug,
opt,protfold,-31
opt,pubtrans2,26800027900
opt,pubtrans3,19804572600
opt,pump,128893.741
opt,pw-myciel4,10
bestdual,qap,62725
best,qap,388214
opt,qap10,340
bestdual,qapw,51921
best,qapw,388214
opt,qg.order100.stab,100
opt,qg.order30.stab,30
opt,qg.order40.stab,40
opt,qg.order60.stab,60
opt,qiu,-132.8731
inf,qiu_inf,
opt,qnet1,16029.6927
inf,qnet1_inf,
opt,qnet1_o,16029.6927
inf,qnet1_o_inf,
opt,qp2,0.0008093151
bestdual,qp3,-0.2227694548
best,qp3,0.0008093151
opt,qp4,0.0008093151
best,quantum,0.8049029287
opt,queen10_10.stab,10
opt,queen11_11.stab,11
opt,queen12_12.stab,12
opt,queen13_13.stab,13
opt,queen14_14.stab,14
opt,queen15_15.stab,15
opt,queen16_16.stab,16
opt,queen5_5.stab,5
inf,queen5_5_inf.col,
opt,queen6_6.stab,6
inf,queen6_6_inf.col,
opt,queen7_7.stab,7
opt,queen8_12.col,12
opt,queen8_12.stab,8
opt,queen8_8.stab,8
inf,queen8_8_inf.col,
opt,queen9_9.stab,9
inf,queen9_9_inf.col,
opt,queens-30,-40
opt,r80x800,5332
opt,rail02,-200.45
opt,rail03,-867.094
opt,rail507,174
best,ramos3,203
opt,ramsey,-2.487468639
opt,ran10x10a,1499
opt,ran10x10b,3073
opt,ran10x12,2714
opt,ran10x26,4270
opt,ran12x21,3664
opt,ran13x13,3252
best,ran14x18.disj-8,3712
best,ran14x18_1,3712
opt,ran16x16,3823
opt,ran6x43,6330
opt,ran8x32,5247
opt,rat195,2297
opt,rat575,6685
opt,ravem,269590.2193
opt,ravempb,269590.2193
opt,rbrock,0
opt,rd-rplusc-21,165395.2753
opt,reblock354,-39280500
opt,reblock420,-517793000
opt,reblock67,-34630648.4383
opt,rentacar,30356760.984
inf,rentacar_inf,
opt,rgn,82.2
opt,rgn.mps.cuts,82.2
inf,rgn_inf,
opt,risk2b,-55.8761
opt,risk2bpb,-55.8761394
best,rlp1,15
opt,rlp2,19
opt,rmatr100-p10,423
opt,rmatr100-p5,976
opt,rmatr200-p10,2017
opt,rmatr200-p20,837
opt,rmatr200-p5,4521
best,rmine10,-1913.6218
best,rmine14,-4284.5242
best,rmine21,-2994.199
best,rmine25,-161.494
opt,rmine6,-457.1861
best,robot100,-10000000000
best,robot200,-2800
best,robot400,9.141026026
best,robot50,-700
opt,robust_100_0,-0.0975
opt,robust_100_1,-0.0721
opt,robust_100_2,-0.0916
opt,robust_100_3,-0.1168
opt,robust_100_4,-0.0936
opt,robust_100_5,-0.0855
opt,robust_100_6,-0.0933
opt,robust_100_7,-0.0996
opt,robust_100_8,-0.1189
opt,robust_100_9,-0.105
opt,robust_200_0,-0.1411
best,robust_200_1,-0.1427
opt,robust_200_2,-0.1217
best,robust_200_3,-0.1291
opt,robust_200_4,-0.1517
opt,robust_200_5,-0.1553
best,robust_200_6,-0.1236
opt,robust_200_7,-0.1347
opt,robust_200_8,-0.1472
opt,robust_200_9,-0.1167
opt,robust_20_0,-0.0798
opt,robust_20_1,-0.0533
opt,robust_20_10,-0.0536
opt,robust_20_11,-0.0535
opt,robust_20_12,-0.0567
opt,robust_20_13,-0.0534
opt,robust_20_14,-0.0502
opt,robust_20_15,-0.0637
opt,robust_20_16,-0.0662
opt,robust_20_17,-0.0325
opt,robust_20_18,-0.0557
opt,robust_20_19,-0.0494
opt,robust_20_2,-0.0394
opt,robust_20_20,-0.0405
opt,robust_20_21,-0.0507
opt,robust_20_22,-0.111
opt,robust_20_23,-0.0926
opt,robust_20_24,-0.0467
opt,robust_20_25,-0.0665
opt,robust_20_26,-0.0577
opt,robust_20_27,-0.0644
opt,robust_20_28,-0.0441
opt,robust_20_29,-0.0453
opt,robust_20_3,-0.0407
opt,robust_20_30,-0.0504
opt,robust_20_31,-0.0372
opt,robust_20_32,-0.1075
best,robust_20_33,-0.0496
opt,robust_20_34,-0.1045
opt,robust_20_35,-0.0606
opt,robust_20_36,-0.0468
opt,robust_20_37,-0.0605
opt,robust_20_38,-0.0495
opt,robust_20_39,-0.0515
opt,robust_20_4,-0.0473
opt,robust_20_40,-0.0774
opt,robust_20_41,-0.0504
opt,robust_20_42,-0.0355
opt,robust_20_43,-0.0667
opt,robust_20_44,-0.0574
opt,robust_20_45,-0.046
opt,robust_20_46,-0.0827
opt,robust_20_47,-0.0524
opt,robust_20_48,-0.0681
opt,robust_20_49,-0.0525
opt,robust_20_5,-0.0458
opt,robust_20_50,-0.0433
opt,robust_20_51,-0.0491
opt,robust_20_52,-0.0294
opt,robust_20_53,-0.0614
opt,robust_20_54,-0.0403
opt,robust_20_55,-0.066
opt,robust_20_56,-0.0712
opt,robust_20_57,-0.0736
opt,robust_20_58,-0.1071
opt,robust_20_59,-0.0977
opt,robust_20_6,-0.0316
opt,robust_20_60,-0.0579
opt,robust_20_61,-0.0609
opt,robust_20_62,-0.0605
opt,robust_20_63,-0.0782
opt,robust_20_64,-0.0497
opt,robust_20_65,-0.0488
opt,robust_20_66,-0.0971
opt,robust_20_67,-0.0471
opt,robust_20_68,-0.0862
opt,robust_20_69,-0.0484
opt,robust_20_7,-0.0435
opt,robust_20_70,-0.0654
opt,robust_20_71,-0.0291
opt,robust_20_72,-0.0482
opt,robust_20_73,-0.0579
opt,robust_20_74,-0.0579
opt,robust_20_75,-0.0699
opt,robust_20_76,-0.062
opt,robust_20_77,-0.0396
opt,robust_20_78,-0.0762
opt,robust_20_79,-0.0262
opt,robust_20_8,-0.0424
opt,robust_20_80,-0.0607
opt,robust_20_81,-0.0596
opt,robust_20_82,-0.0656
opt,robust_20_83,-0.1091
opt,robust_20_84,-0.0487
opt,robust_20_85,-0.0501
opt,robust_20_86,-0.054
opt,robust_20_87,-0.0635
opt,robust_20_88,-0.0554
opt,robust_20_89,-0.0567
opt,robust_20_9,-0.033
opt,robust_20_90,-0.0431
opt,robust_20_91,-0.0549
opt,robust_20_92,-0.0519
opt,robust_20_93,-0.0734
opt,robust_20_94,-0.0555
opt,robust_20_95,-0.0604
opt,robust_20_96,-0.0316
opt,robust_20_97,-0.0514
opt,robust_20_98,-0.0396
opt,robust_20_99,-0.0412
opt,robust_30_0,-0.0455
opt,robust_30_1,-0.0477
opt,robust_30_10,-0.0767
opt,robust_30_11,-0.1242
opt,robust_30_12,-0.055
opt,robust_30_13,-0.0626
opt,robust_30_14,-0.0439
opt,robust_30_15,-0.0488
opt,robust_30_16,-0.0608
opt,robust_30_17,-0.0574
opt,robust_30_18,-0.0687
opt,robust_30_19,-0.0579
opt,robust_30_2,-0.0645
opt,robust_30_20,-0.0695
best,robust_30_21,-0.079
opt,robust_30_22,-0.0742
opt,robust_30_23,-0.0649
opt,robust_30_24,-0.0592
opt,robust_30_25,-0.0936
opt,robust_30_26,-0.098
opt,robust_30_27,-0.0435
opt,robust_30_28,-0.0708
opt,robust_30_29,-0.0763
opt,robust_30_3,-0.088
opt,robust_30_30,-0.0622
opt,robust_30_31,-0.0675
opt,robust_30_32,-0.067
opt,robust_30_33,-0.0612
opt,robust_30_34,-0.0965
opt,robust_30_35,-0.0865
opt,robust_30_36,-0.0871
opt,robust_30_37,-0.0888
opt,robust_30_38,-0.082
opt,robust_30_39,-0.046
opt,robust_30_4,-0.0832
opt,robust_30_40,-0.0788
opt,robust_30_41,-0.0528
opt,robust_30_42,-0.0471
opt,robust_30_43,-0.0601
opt,robust_30_44,-0.0455
opt,robust_30_45,-0.0446
opt,robust_30_46,-0.084
opt,robust_30_47,-0.0798
opt,robust_30_48,-0.0862
opt,robust_30_49,-0.0785
opt,robust_30_5,-0.0773
opt,robust_30_50,-0.0702
opt,robust_30_51,-0.068
best,robust_30_52,-0.0578
opt,robust_30_53,-0.085
opt,robust_30_54,-0.0905
opt,robust_30_55,-0.0637
best,robust_30_56,-0.0693
opt,robust_30_57,-0.0709
opt,robust_30_58,-0.0658
opt,robust_30_59,-0.0692
opt,robust_30_6,-0.0802
opt,robust_30_60,-0.0882
opt,robust_30_61,-0.0612
opt,robust_30_62,-0.0779
opt,robust_30_63,-0.0476
opt,robust_30_64,-0.0674
opt,robust_30_65,-0.0673
opt,robust_30_66,-0.0987
opt,robust_30_67,-0.1122
opt,robust_30_68,-0.0837
opt,robust_30_69,-0.0837
opt,robust_30_7,-0.0603
opt,robust_30_70,-0.074
opt,robust_30_71,-0.0545
opt,robust_30_72,-0.0514
opt,robust_30_73,-0.0607
opt,robust_30_74,-0.0761
opt,robust_30_75,-0.1041
best,robust_30_76,-0.0597
opt,robust_30_77,-0.0323
opt,robust_30_78,-0.0612
best,robust_30_79,-0.0786
opt,robust_30_8,-0.0724
opt,robust_30_80,-0.0962
opt,robust_30_81,-0.0542
opt,robust_30_82,-0.0645
opt,robust_30_83,-0.0767
opt,robust_30_84,-0.0719
opt,robust_30_85,-0.072
opt,robust_30_86,-0.0855
opt,robust_30_87,-0.0739
opt,robust_30_88,-0.1141
opt,robust_30_89,-0.0768
opt,robust_30_9,-0.0772
opt,robust_30_90,-0.1027
opt,robust_30_91,-0.0445
opt,robust_30_92,-0.0784
opt,robust_30_93,-0.0816
best,robust_30_94,-0.0662
opt,robust_30_95,-0.0855
opt,robust_30_96,-0.0649
best,robust_30_97,-0.051
opt,robust_30_98,-0.0672
opt,robust_30_99,-0.0657
opt,robust_40_0,-0.076
opt,robust_40_1,-0.0765
opt,robust_40_10,-0.0688
opt,robust_40_11,-0.0713
opt,robust_40_12,-0.066
opt,robust_40_13,-0.0771
opt,robust_40_14,-0.0795
opt,robust_40_15,-0.0784
opt,robust_40_16,-0.0588
opt,robust_40_17,-0.0725
opt,robust_40_18,-0.0605
opt,robust_40_19,-0.0738
opt,robust_40_2,-0.0705
opt,robust_40_20,-0.087
opt,robust_40_21,-0.0916
opt,robust_40_22,-0.0748
opt,robust_40_23,-0.0823
opt,robust_40_24,-0.1011
best,robust_40_25,-0.0951
opt,robust_40_26,-0.0719
opt,robust_40_27,-0.064
opt,robust_40_28,-0.0605
opt,robust_40_29,-0.0626
opt,robust_40_3,-0.063
opt,robust_40_30,-0.0492
opt,robust_40_31,-0.0904
opt,robust_40_32,-0.0701
opt,robust_40_33,-0.0837
opt,robust_40_34,-0.0618
opt,robust_40_35,-0.0878
opt,robust_40_36,-0.0617
best,robust_40_37,-0.0706
opt,robust_40_38,-0.0806
opt,robust_40_39,-0.0981
opt,robust_40_4,-0.0728
opt,robust_40_5,-0.0994
opt,robust_40_6,-0.0529
opt,robust_40_7,-0.1084
opt,robust_40_8,-0.08
opt,robust_40_9,-0.0652
opt,robust_50_0,-0.0861
opt,robust_50_1,-0.0857
opt,robust_50_10,-0.0515
opt,robust_50_11,-0.0775
opt,robust_50_12,-0.07
opt,robust_50_13,-0.1159
opt,robust_50_14,-0.1038
opt,robust_50_15,-0.0823
opt,robust_50_16,-0.0769
opt,robust_50_17,-0.0848
opt,robust_50_18,-0.0732
opt,robust_50_19,-0.0694
opt,robust_50_2,-0.1437
opt,robust_50_3,-0.0898
opt,robust_50_4,-0.074
opt,robust_50_5,-0.0734
opt,robust_50_6,-0.0868
opt,robust_50_7,-0.0593
opt,robust_50_8,-0.0671
opt,robust_50_9,-0.0721
opt,rocII-4-11,-6.6556
best,rocII-7-11,-6.7177
best,rocII-9-11,-5.7062
best,rocket100,-1.012831902
bestdual,rocket100,-1.086498626
bestdual,rocket200,-9114.265445
best,rocket200,-1.012835628
best,rocket400,-1.012836339
best,rocket50,-1.0128171
bestdual,rocket50,-267.5616887
opt,rococoB10-011000,19449
opt,rococoC10-001000,11460
opt,rococoC11-011100,20889
best,rococoC12-111000,35751
opt,roll3000,12890
opt,rout,1077.56
inf,rout_inf,
bestdual,routingdelay_bigm,144.003447
best,routingdelay_bigm,146.62557
bestdual,routingdelay_proj,142.40187
best,routingdelay_proj,146.62557
opt,roy,3208.9568
opt,rsyn0805h,1296.120699
opt,rsyn0805m,1296.120603
opt,rsyn0805m02h,2238.396924
opt,rsyn0805m02m,2238.395446
opt,rsyn0805m03h,3068.933419
opt,rsyn0805m03m,3068.931415
opt,rsyn0805m04h,7174.222364
opt,rsyn0805m04m,7174.219035
opt,rsyn0810h,1721.447793
opt,rsyn0810m,1721.447711
opt,rsyn0810m02h,1741.387687
opt,rsyn0810m02m,1741.386855
opt,rsyn0810m03h,2722.449378
opt,rsyn0810m03m,2722.448
opt,rsyn0810m04h,6581.937185
opt,rsyn0810m04m,6581.934408
opt,rsyn0815h,1269.925742
opt,rsyn0815m,1269.925649
opt,rsyn0815m02h,1774.398597
opt,rsyn0815m02m,1774.397335
opt,rsyn0815m03h,2827.927574
opt,rsyn0815m03m,2827.92589
opt,rsyn0815m04h,3410.856488
opt,rsyn0815m04m,3410.854344
opt,rsyn0820h,1150.301073
opt,rsyn0820m,1150.300529
opt,rsyn0820m02h,1092.091588
opt,rsyn0820m02m,1092.091101
opt,rsyn0820m03h,2028.812743
opt,rsyn0820m03m,2028.8119
opt,rsyn0820m04h,2450.77322
opt,rsyn0820m04m,2450.7722
opt,rsyn0830h,510.0721017
opt,rsyn0830m,510.0720225
opt,rsyn0830m02h,730.5074
opt,rsyn0830m02m,730.5072
opt,rsyn0830m03h,1543.059654
opt,rsyn0830m03m,1543.059322
opt,rsyn0830m04h,2529.073817
opt,rsyn0830m04m,2529.073411
opt,rsyn0840h,325.5545621
opt,rsyn0840m,325.5545
opt,rsyn0840m02h,734.9837
opt,rsyn0840m02m,734.9835
opt,rsyn0840m03h,2742.6459
opt,rsyn0840m03m,2742.6457
opt,rsyn0840m04h,2564.499952
opt,rsyn0840m04m,2564.499483
best,rvb-sub,27.1756
inf,s57-100,
inf,s61-100,
inf,s65-100,
inf,s69-100,
inf,s73-100,
inf,s77-100,
inf,s81-100,
inf,s85-100,
inf,s89-100,
best,saa_2,12.1613089
bestdual,saa_2,-1.410580588
opt,sambal,3.968220362
opt,sample,726.6793569
opt,sample2,375
opt,san200_0.9_1.clq,70
opt,san200_0.9_3.pr.10,-933
opt,sanr200_0.7.clq,18
opt,satellites1-25,-5
opt,satellites2-60,-19
opt,satellites3-40,-25
opt,satellites3-40-fs,-25
opt,sched-10-4711,44
opt,sched-12-4711,68
opt,sched-14-4711,96
best,sched-16-4711,130
best,sched-18-4711,160
best,sched-20-4711,190
best,sched-22-4711,228
best,sched-24-4711,274
best,sched-26-4711,314
best,sched-28-4711,358
best,sched-30-4711,372
best,sched-32-4711,416
best,sched-34-4711,514
best,sched-36-4711,530
best,sched-38-4711,642
opt,sched-4-4711,4
best,sched-40-4711,678
best,sched-42-4711,786
best,sched-44-4711,-0
best,sched-46-4711,32
best,sched-48-4711,948
best,sched-50-4711,144
opt,sched-6-4711,12
opt,sched-8-4711,24
opt,school1.stab,41
opt,school1_nsh.stab,39
opt,scip_bug,10
opt,scp41,429
opt,scp410,514
opt,scp42,512
opt,scp43,516
opt,scp44,494
opt,scp45,512
opt,scp46,560
opt,scp47,430
opt,scp48,492
opt,scp49,641
opt,scp51,253
opt,scp510,265
opt,scp52,302
opt,scp53,226
opt,scp54,242
opt,scp55,211
opt,scp56,213
opt,scp57,293
opt,scp59,279
opt,scp64,131
opt,scpc1,227
opt,scpd1,60
opt,scpd2,66
opt,scpe1,5
opt,scpe2,5
opt,scpe4,5
best,sct1,-181.7011
best,sct32,-17.6192
best,sct5,-228.0813
opt,semicon1,1.1
opt,sentoy,-7772
opt,sep1,-510.0809844
best,sepasequ_complex,368.7616155
bestdual,sepasequ_complex,95.93975372
opt,sepasequ_convent,482.4997971
opt,seq10_184_relaxed,134136
opt,seq11_185,138565
inf,seq12_146_relaxed,
opt,seq12_167_relaxed,135103
opt,seq12_170,127330
inf,seq13_154,
inf,seq13_155,
opt,seq8_190,128250
opt,seq9_179_relaxed,128701
opt,set1al,15869.75
opt,set1ch,54537.75
opt,set1ch.pre,49689.5
inf,set1ch_inf,
opt,set1cl,6484.25
best,set3-10,189231.281
opt,set3-15,124886
best,set3-20,163101.23
opt,seymour,423
opt,seymour-disj-10,287
best,seymour.disj-10,287
opt,seymour1,410.7637
inf,seymour_inf,
bestdual,sfacloc1_2_80,2.191899894
best,sfacloc1_2_80,12.75206232
best,sfacloc1_2_90,17.89155452
bestdual,sfacloc1_2_90,5.497030608
best,sfacloc1_2_95,18.8500827
bestdual,sfacloc1_2_95,12.04156576
bestdual,sfacloc1_3_80,0.6644217706
best,sfacloc1_3_80,8.523067051
bestdual,sfacloc1_3_90,0.5347106615
best,sfacloc1_3_90,11.62198856
bestdual,sfacloc1_3_95,1.372253258
best,sfacloc1_3_95,12.30250678
bestdual,sfacloc1_4_80,0
best,sfacloc1_4_80,7.879100964
best,sfacloc1_4_90,10.45745824
bestdual,sfacloc1_4_90,0.1206607751
bestdual,sfacloc1_4_95,0.159591126
best,sfacloc1_4_95,11.18412235
opt,sfacloc2_2_80,13.27950736
opt,sfacloc2_2_90,18.59410919
opt,sfacloc2_2_95,19.57755165
bestdual,sfacloc2_3_80,10.67904126
best,sfacloc2_3_80,11.05851806
opt,sfacloc2_3_90,15.09450105
opt,sfacloc2_3_95,16.15112012
bestdual,sfacloc2_4_80,9.47881568
best,sfacloc2_4_80,9.953071413
opt,sfacloc2_4_90,13.41150335
opt,sfacloc2_4_95,14.29917733
bestdual,ship,-9.999999981e+19
best,shiporig,5.54091471
bestdual,shiporig,0
best,shipsched,119453
opt,shortfall_100_0,-1.1141
opt,shortfall_100_1,-1.1064
best,shortfall_100_2,-1.1007
opt,shortfall_100_3,-1.1031
best,shortfall_100_4,-1.1179
best,shortfall_100_5,-1.1079
opt,shortfall_100_6,-1.1077
opt,shortfall_100_7,-1.1035
best,shortfall_100_8,-1.1113
opt,shortfall_100_9,-1.107
best,shortfall_200_0,-1.1296
best,shortfall_200_1,-1.1354
best,shortfall_200_2,-1.1259
best,shortfall_200_3,-1.1196
best,shortfall_200_4,-1.1242
best,shortfall_200_5,-1.1272
best,shortfall_200_6,-1.1145
best,shortfall_200_7,-1.1302
best,shortfall_200_8,-1.1355
best,shortfall_200_9,-1.117
opt,shortfall_20_0,-1.0905
opt,shortfall_20_1,-1.0756
opt,shortfall_20_10,-1.0864
opt,shortfall_20_11,-1.0822
opt,shortfall_20_12,-1.0776
opt,shortfall_20_13,-1.0634
opt,shortfall_20_14,-1.0916
opt,shortfall_20_15,-1.0793
opt,shortfall_20_16,-1.0819
opt,shortfall_20_17,-1.0918
opt,shortfall_20_18,-1.0827
opt,shortfall_20_19,-1.0742
opt,shortfall_20_2,-1.0717
opt,shortfall_20_3,-1.0786
opt,shortfall_20_4,-1.0763
opt,shortfall_20_5,-1.0805
opt,shortfall_20_6,-1.0731
opt,shortfall_20_7,-1.0618
opt,shortfall_20_8,-1.0564
opt,shortfall_20_9,-1.0643
opt,shortfall_30_0,-1.0807
opt,shortfall_30_1,-1.0851
opt,shortfall_30_10,-1.0895
opt,shortfall_30_11,-1.0766
opt,shortfall_30_12,-1.0854
opt,shortfall_30_13,-1.0929
opt,shortfall_30_14,-1.0827
opt,shortfall_30_15,-1.0729
opt,shortfall_30_16,-1.0838
opt,shortfall_30_17,-1.0807
opt,shortfall_30_18,-1.0924
opt,shortfall_30_19,-1.0931
opt,shortfall_30_2,-1.0875
opt,shortfall_30_3,-1.0862
opt,shortfall_30_4,-1.0787
opt,shortfall_30_5,-1.0996
opt,shortfall_30_6,-1.0867
opt,shortfall_30_7,-1.0841
opt,shortfall_30_8,-1.0837
opt,shortfall_30_9,-1.0851
opt,shortfall_40_0,-1.0832
opt,shortfall_40_1,-1.087
opt,shortfall_40_10,-1.0902
opt,shortfall_40_11,-1.0944
opt,shortfall_40_12,-1.0977
opt,shortfall_40_13,-1.0995
opt,shortfall_40_14,-1.0967
opt,shortfall_40_15,-1.0809
opt,shortfall_40_16,-1.0913
opt,shortfall_40_17,-1.0892
opt,shortfall_40_18,-1.0849
opt,shortfall_40_19,-1.0769
opt,shortfall_40_2,-1.0991
opt,shortfall_40_3,-1.0857
opt,shortfall_40_4,-1.0821
opt,shortfall_40_5,-1.0832
opt,shortfall_40_6,-1.093
opt,shortfall_40_7,-1.0918
opt,shortfall_40_8,-1.0998
opt,shortfall_40_9,-1.0896
opt,shortfall_50_0,-1.0954
opt,shortfall_50_1,-1.1018
opt,shortfall_50_10,-1.093
opt,shortfall_50_11,-1.0954
opt,shortfall_50_12,-1.1037
opt,shortfall_50_13,-1.0968
opt,shortfall_50_14,-1.0949
opt,shortfall_50_15,-1.096
opt,shortfall_50_16,-1.0966
opt,shortfall_50_17,-1.0897
opt,shortfall_50_18,-1.0928
opt,shortfall_50_19,-1.1097
opt,shortfall_50_2,-1.0952
opt,shortfall_50_3,-1.0923
opt,shortfall_50_4,-1.0979
opt,shortfall_50_5,-1.0905
opt,shortfall_50_6,-1.0982
opt,shortfall_50_7,-1.0946
opt,shortfall_50_8,-1.0918
opt,shortfall_50_9,-1.0902
opt,shs1023,13136.6
best,siena1,12050900
best,sing161,19248603.4
best,sing2,17323659.9
best,sing245,25650084.1
best,sing359,22925335.7
opt,slay04h,9859.659708
opt,slay04m,9859.659708
opt,slay05h,22664.67865
opt,slay05m,22664.67865
opt,slay06h,32757.02018
opt,slay06m,32757.02018
opt,slay07h,64748.82529
opt,slay07m,64748.82529
opt,slay08h,84960.21242
opt,slay08m,84960.21242
opt,slay09h,107805.7529
opt,slay09m,107805.7529
opt,slay10h,129579.8838
opt,slay10m,129579.8838
opt,small-investor-MVO-DAX30-return_0.0010-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0010-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0010-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0010-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0010-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0010-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0015-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0015-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0015-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0015-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0015-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0015-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0020-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0020-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0020-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0020-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0020-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0020-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0025-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0025-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0025-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0025-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0025-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0025-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0030-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0030-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0030-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0030-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0030-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0030-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0035-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0035-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0035-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0035-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0035-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0035-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0040-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0040-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0040-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0040-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0040-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0040-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0045-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0045-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0045-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0045-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0045-budget_20000-22000,156.6043
opt,small-investor-MVO-DAX30-return_0.0045-budget_5000-5500,9.7971
opt,small-investor-MVO-DAX30-return_0.0050-budget_1000-1100,0.3988
opt,small-investor-MVO-DAX30-return_0.0050-budget_10000-11000,39.1621
opt,small-investor-MVO-DAX30-return_0.0050-budget_15000-16500,88.1049
opt,small-investor-MVO-DAX30-return_0.0050-budget_2000-2200,1.5715
opt,small-investor-MVO-DAX30-return_0.0050-budget_20000-22000,156.6043
